landowner,tree_farm,stand,trt,date,subplot,subplot_code,lat,long,elev,time,temp,hum,weather,canopy_cov,dwd_cov,veg_cov,fwd_cov,up_bearing,down_bearing,litter_1,litter_2,litter_3,moist_1,us_1,moist_2,us_2,moist_3,us_3,soil_moist_avg,litter_avg
WY,CL,10550,BS,3/30/2023,6,WY10550_BS_06,45.08018,122.3969,2074,10:24,44.8,70.8,C,0,2,1,4,215,65,0,0.25,1,28.2,1.559,18.2,1.403,19.6,1.424,22,0.416666667
WY,CL,10550,BS,3/30/2023,7,WY10550_BS_07,45.08,122.2969,2080,10:00,42.2,76.9,C,0,3,1,4,192,12,0,0,0,24.6,1.5,18.8,1.411,28.8,1.596,24.06666667,0
PB,CL,408143,HU,4/4/2023,1,PB408143_HU_01,45.16277,122.36936,1423,12:30,46,78.6,R,0,1,4,1,200,20,6,3,3,38.7,1.738,21.6,1.456,29,1.571,29.76666667,4
PB,CL,408143,HU,4/4/2023,2,PB408143_HU_02,45.16246,122.36946,1450,13:30,42.6,82.2,R,0,1,4,1,200,20,1,1,2,32.5,1.62,26,1.524,32.5,1.629,30.33333333,1.333333333
PB,CL,408143,HU,4/4/2023,3,PB408143_HU_03,45.162638,122.369769,1430,13:15,44.5,90.3,R,0,1,4,2,166,3,3,4,2,36.9,1.706,42.8,1.819,39.6,1.755,39.76666667,3
PB,CL,408143,HU,4/4/2023,4,PB408143_HU_04,45.162979,122.369649,1412,12:40,41.7,92.9,PC,0,1,4,3,207,15,1,1,1,41,1.785,29.1,1.573,29.2,1.574,33.1,1
PB,CL,408143,HU,4/4/2023,5,PB408143_HU_05,45.16308,122.36933,1399,13:55,43.4,78.7,PC,0,1,4,2,197,17,3,1,0,24.1,1.493,29.1,1.537,27.6,1.548,26.93333333,1.333333333
PB,CL,408143,HU,4/4/2023,6,PB408143_HU_06,45.16278,122.36892,1417,13:25,42.3,83.7,PC,0,2,4,3,202,22,3,2,1,31.2,1.606,22.9,1.475,35.7,1.684,29.93333333,2
PB,CL,408143,HU,4/4/2023,7,PB408143_HU_07,45.16247,122.36908,1452,12:55,43.9,81.7,PC,0,1,4,2,185,5,1,1,1,38.2,1.728,40.3,1.771,32.9,1.637,37.13333333,1
PB,CL,33754,HU,4/5/2023,1,PB33754_HU_01,45.12338,122.41965,1534,9:05,45.2,58.8,PC,0,1,4,2,110,290,4,6,4,29.5,1.579,34.6,1.665,28.7,1.565,30.93333333,4.666666667
PB,CL,33754,HU,4/5/2023,2,PB33754_HU_02,45.12318,122.41932,1572,9:30,44.3,56,PC,0,1,4,1,110,290,1,2,0.25,31.6,1.614,26.5,1.531,33.4,1.645,30.5,1.083333333
PB,CL,33754,HU,4/5/2023,3,PB33754_HU_03,45.12306,122.419671,1540,9:10,44.3,71.7,PC,0,1,4,2,196,65,1,0.25,2,30.9,1.698,31.6,1.614,36.7,1.702,33.06666667,1.083333333
PB,CL,33754,HU,4/5/2023,4,PB33754_HU_04,45.123207,122.42004,1524,9:45,45.7,65.9,PC,0,2,3,3,114,275,1,10,4,30.3,1.591,30.5,1.596,36.6,1.689,32.46666667,5
PB,CL,33754,HU,4/5/2023,5,PB33754_HU_05,45.123556,122.420011,1521,10:10,46.3,62.3,C,0,1,4,2,130,300,0,0.25,0.25,15.4,1.359,28.2,1.559,34.8,1.667,26.13333333,0.166666667
PB,CL,33754,HU,4/5/2023,6,PB33754_HU_06,45.12374,122.41959,1540,9:30,42.8,66.8,PC,0,1,4,2,85,265,3,2,1,36.6,1.699,32.3,1.624,29.7,1.582,32.86666667,2
PB,CL,33754,HU,4/5/2023,7,PB33754_HU_07,45.12347,122.41933,1558,10:00,47.6,73.3,PC,0,1,4,1,92,272,0,0,0.25,36.7,1.702,33.1,1.639,38.3,1.732,36.03333333,0.083333333
PB,CL,408161,HU,4/5/2023,1,PB408161_HU_01,45.15833,122.35439,1879,13:00,44.4,66.8,C,0,1,1,4,270,90,0.25,0.25,1,29.9,1.586,33.4,1.645,41.3,1.79,34.86666667,0.5
PB,CL,408161,HU,4/5/2023,2,PB408161_HU_02,45.15852,122.35474,1874,13:30,48.9,64.5,C,0,1,1,4,270,90,1,3,0.25,35.5,1.681,29.9,1.587,26.7,1.535,30.7,1.416666667
PB,CL,408161,HU,4/5/2023,3,PB408161_HU_03,45.158644,122.354365,1850,13:00,46.5,72.4,C,0,1,1,4,290,100,3,5,4,30.9,1.602,18.1,1.4,35.5,1.679,28.16666667,4
PB,CL,408161,HU,4/5/2023,4,PB408161_HU_04,45.158496,122.354032,1807,13:20,46.8,73.4,C,0,1,1,4,297,110,0,0,0,31.7,1.615,27.1,1.541,29.2,1.574,29.33333333,0
PB,CL,408161,HU,4/5/2023,5,PB408161_HU_05,45.158202,122.354009,1805,13:50,46.3,65.9,C,0,1,1,3,300,102,6,3,0.25,24.4,1.499,24.1,1.493,17.6,1.394,22.03333333,3.083333333
PB,CL,408161,HU,4/5/2023,6,PB408161_HU_06,45.158,122.35441,1840,13:40,45,75.3,C,0,2,1,3,260,80,3,5,0.25,22.8,1.473,21.4,1.452,22.6,1.47,22.26666667,2.75
PB,CL,408161,HU,4/5/2023,7,PB408161_HU_07,45.15811,122.35474,1846,13:10,47.2,76.3,C,0,2,2,3,277,97,2,2,4,31.7,1.615,24.7,1.503,34.1,1.656,30.16666667,2.666666667
PB,CL,33628,HB,4/6/2023,1,PB33628_HB_01,45.19673,122.28101,1657,9:10,46.1,74.6,R,0,1,1,1,80,250,0,0,0,30.1,1.589,28.3,1.559,30.9,1.603,29.76666667,0
PB,CL,33628,HB,4/6/2023,2,PB33628_HB_02,45.19683,122.28061,1686,9:40,46.1,82.6,R,0,1,1,1,70,250,0,0,0.25,26.4,1.529,34.7,1.666,26.3,1.528,29.13333333,0.083333333
PB,CL,33628,HB,4/6/2023,3,PB33628_HB_03,45.196531,122.280692,1650,9:15,46.5,84.9,R,0,1,1,1,64,251,0.25,0.25,0.25,29.5,1.579,29.2,1.579,31.1,1.606,29.93333333,0.25
PB,CL,33628,HB,4/6/2023,4,PB33628_HB_04,45.196377,122.281126,1641,9:35,46.9,82.7,R,0,1,2,1,67,255,0,0,0,27.3,1.544,29.9,1.587,32.3,1.625,29.83333333,0
PB,CL,33628,HB,4/6/2023,5,PB33628_HB_05,45.196482,122.281447,1629,10:00,46.5,89,R,0,1,1,1,57,255,0,0,0,35.9,1.688,20.4,1.435,29.9,1.587,28.73333333,0
PB,CL,33628,HB,4/6/2023,6,PB33628_HB_06,45.19684,122.28139,1636,9:45,46.1,92.7,R,0,1,1,1,41,221,0,0,0,31.7,1.615,25.1,1.509,31.3,1.609,29.36666667,0
PB,CL,33628,HB,4/6/2023,7,PB33628_HB_07,45.19701,122.28103,1663,9:15,45,85.5,R,0,1,1,1,30,210,0,0,0,28,1.555,25.4,1.513,34.1,1.656,29.16666667,0
PB,CL,33689,HU,4/6/2023,1,PB33689_HU_01,45.1778,122.33579,1845,13:10,54.5,70,R,0,1,4,2,180,0,1,4,2,30.3,1.591,20.4,1.435,28.4,1.562,26.36666667,2.333333333
PB,CL,33689,HU,4/6/2023,2,PB33689_HU_02,45.17748,122.33586,1859,13:52,53.5,80,R,0,2,3,3,180,0,6,0.25,7,30.1,1.588,31.7,1.615,24.5,1.499,28.76666667,4.416666667
PB,CL,33689,HU,4/6/2023,3,PB33689_HU_03,45.177677,122.336198,1880,13:20,54.4,82.5,R,0,1,4,2,185,5,t,4,1,32.6,1.629,32.4,1.628,25.4,1.515,30.13333333,2.5
PB,CL,33689,HU,4/6/2023,4,PB33689_HU_04,45.178032,122.336118,1833,13:45,53,85.2,R,0,1,4,2,180,0,0.25,2,2,25.4,1.513,45.8,1.886,25,1.508,32.06666667,1.416666667
PB,CL,33689,HU,4/6/2023,5,PB33689_HU_05,45.17807,122.33559,1837,14:15,53.2,77.2,R,0,1,4,1,194,14,1,1,1,41,1.785,36.8,1.685,25.5,1.516,34.43333333,1
PB,CL,33689,HU,4/6/2023,6,PB33689_HU_06,45.17786,122.33538,1838,13:55,52.5,93.3,R,0,1,4,2,195,15,0,1,4,36.8,1.704,22.2,1.464,24.6,1.501,27.86666667,1.666666667
PB,CL,33689,HU,4/6/2023,7,PB33689_HU_07,45.17757,122.33546,1847,13:30,54.2,78.2,R,0,2,4,2,186,6,0.25,3,1,29.8,1.585,29.8,1.585,30.7,1.599,30.1,1.416666667
WY,CL,10185,HB,4/10/2023,1,WY10185_HB_01,45.08915,122.34858,2139,12:20,44.1,82.1,R,0,2,2,2,210,30,0,0,0,35.7,1.683,36.7,1.701,36.2,1.692,36.2,0
WY,CL,10185,HB,4/10/2023,2,WY10185_HB_02,45.08883,122.34875,2176,11:00,44,100,R,0,1,4,1,180,0,0,0,0,37.1,1.463,30.7,1.507,29.4,1.692,32.4,0
WY,CL,10185,HB,4/10/2023,3,WY10185_HB_03,45.08908,122.34908,2105,10:30,44.1,95.2,R,0,2,3,2,180,0,2,1,0.25,48.2,1.945,30.7,1.59,54.3,2.077,44.4,1.083333333
WY,CL,10185,HB,4/10/2023,4,WY10185_HB_04,45.089363,122.348834,2120,10:00,46.6,89.1,R,0,2,2,3,135,0,1,0.25,0,33.4,1.643,25.4,1.515,23.3,1.482,27.36666667,0.416666667
WY,CL,10185,HB,4/10/2023,5,WY10185_HB_05,45.08947,122.34829,2143,10:10,48.9,79.2,R,0,1,2,2,191,11,2,1,1,28.1,1.556,26.8,1.536,20.3,1.435,25.06666667,1.333333333
WY,CL,10185,HB,4/10/2023,6,WY10185_HB_06,45.09081,122.34813,2147,10:40,44.2,92.7,R,0,1,3,2,155,330,0,0,0.25,32.3,1.624,30.6,1.597,33.7,1.648,32.2,0.083333333
WY,CL,10185,HB,4/10/2023,7,WY10185_HB_07,45.088838,122.348303,2135,11:10,45.5,99.1,R,0,1,3,2,140,340,0,0,0.25,32.3,1.624,30.6,1.597,42.7,1.807,35.2,0.083333333
PB,CL,33810,HU,4/10/2023,1,WY33810_HU_01,45.14533,122.34016,2420,14:00,45.5,100,R,0,1,1,2,201,21,2,4,2,41.7,1.799,38.4,1.736,41.1,1.767,40.4,2.666666667
PB,CL,33810,HU,4/10/2023,2,WY33810_HU_02,45.14505,122.34045,2460,15:00,43.1,100,R,0,1,2,2,210,30,2,2,2,25.2,1.511,26.4,1.535,21.7,1.456,24.43333333,2
PB,CL,33810,HU,4/10/2023,3,WY33810_HU_03,45.145351,122.340592,2414,14:00,45.5,100,R,0,1,4,2,186,0,1,4,5,34.8,1.668,36.2,1.693,31.5,1.612,34.16666667,3.333333333
PB,CL,33810,HU,4/10/2023,4,WY33810_HU_04,45.145577,122.340068,2416,14:40,45.3,100,R,0,1,4,2,200,20,0,0,0,23.6,1.486,28.2,1.589,36.1,1.674,29.3,0
PB,CL,33810,HU,4/10/2023,5,WY33810_HU_05,45.145456,122.339777,2410,15:00,45.6,100,R,0,2,4,3,195,10,2,2,0,25.4,1.513,36.5,1.596,30.8,1.601,30.9,1.333333333
PB,CL,33810,HU,4/10/2023,6,WY33810_HU_06,45.14513,122.33971,2432,14:25,45,100,R,0,2,3,2,204,24,0,0,0,42.8,1.822,41.3,1.79,33.1,1.639,39.06666667,0
PB,CL,33810,HU,4/10/2023,7,WY33810_HU_07,45.145,122.34021,2464,14:50,46.2,100,R,0,2,1,3,209,29,0,0,0,25,1.508,33.1,1.639,29.4,1.578,29.16666667,0
PB,CL,33651,HB,4/11/2023,1,PB33651_HB_01,45.18903,122.26685,1828,12:20,44.8,100,PC,0,1,1,1,260,80,0,0,0,22.3,1.465,31.8,1.617,19.7,1.425,24.6,0
PB,CL,33651,HB,4/11/2023,2,PB33651_HB_02,45.18901,122.2673,1863,13:15,40,96.6,S,0,1,3,1,184,4,2,0,0,32.2,1.623,32.7,1.478,25.1,1.51,30,0.666666667
PB,CL,33651,HB,4/11/2023,3,PB33651_HB_03,45.189265,122.267152,1837,12:20,51.6,80.9,PC,0,1,1,1,249,79,0,0,0,26.9,1.538,19.3,1.418,27.4,1.541,24.53333333,0
PB,CL,33651,HB,4/11/2023,4,PB33651_HB_04,45.189339,122.26673,1800,12:50,37.6,98.8,S,0,1,2,1,250,70,0,0,0,20.2,1.433,29.6,1.581,23.6,1.486,24.46666667,0
PB,CL,33651,HB,4/11/2023,5,PB33651_HB_05,45.18906,122.26646,1825,13:30,37.1,100,SN,0,1,2,1,231,51,0,0,1,24.4,1.499,28.6,1.564,28.4,1.562,27.13333333,0.333333333
PB,CL,33651,HB,4/11/2023,6,PB33651_HB_06,45.18879,122.26659,1826,12:55,38.4,96.6,SN,0,1,2,1,237,57,0,0,0,23.1,1.442,31.5,1.613,26.4,1.53,27,0
PB,CL,33651,HB,4/11/2023,7,PB33651_HB_07,45.18872,122.26693,1856,12:30,45.8,100,PC,0,1,1,1,235,55,0,0,0,30.1,1.564,24.4,1.499,20.9,1.443,25.13333333,0
PB,CL,408180,HB,4/11/2023,1,PB408180_HB_01,45.1884,122.25643,1953,9:15,37.7,100,SN,0,2,3,2,240,60,14,0,0,17.6,1.392,40.4,1.773,26.4,1.53,28.13333333,4.666666667
PB,CL,408180,HB,4/11/2023,2,PB408180_HB_02,45.18825,122.25681,1972,9:30,37.5,100,SN,0,1,1,2,240,60,0.25,0,2,14.9,1.351,37.3,1.715,34.5,1.664,28.9,0.75
PB,CL,408180,HB,4/11/2023,3,PB408180_HB_03,45.188596,122.256771,1959,9:15,38.4,100,S,0,1,2,1,244,60,0,0.25,0,25,1.508,33.8,1.65,35.8,1.682,31.53333333,0.083333333
PB,CL,408180,HB,4/11/2023,4,PB408180_HB_04,45.188728,122.256463,1920,9:40,37.8,100,S,0,2,3,2,240,60,2,1,0,37.7,1.719,39.1,1.746,35.4,1.679,37.4,1
PB,CL,408180,HB,4/11/2023,5,PB408180_HB_05,45.18859,122.25599,1926,10:10,37.5,100,SN,0,1,2,1,214,34,1,0,0,28.9,1.569,28.8,1.569,39.2,1.748,32.3,0.333333333
PB,CL,408180,HB,4/11/2023,6,PB408180_HB_06,45.18829,122.256,1939,9:40,38.3,100,SN,0,1,2,1,230,50,0,0,1,24.8,1.504,36.6,1.699,32,1.621,31.13333333,0.333333333
PB,CL,408180,HB,4/11/2023,7,PB408180_HB_07,45.18813,122.2564,1966,9:20,38.3,100,SN,0,1,2,1,201,21,0.25,0,1,30.6,1.597,40.5,1.714,25.1,1.809,32.06666667,0.416666667
PB,CL,408162,HU,4/12/2023,1,PB408162_HU_01,45.16629,122.31811,2040,14:35,39.6,80.9,PC,0,1,4,1,90,270,1,4,10,33.7,1.649,36.9,1.706,18.4,1.414,29.66666667,5
PB,CL,408162,HU,4/12/2023,2,PB408162_HU_02,45.16619,122.31774,2035,15:20,39.6,86.8,SN,0,1,4,3,120,330,2,0,1,36.8,1.704,24.9,1.505,31.7,1.615,31.13333333,1
PB,CL,408162,HU,4/12/2023,3,PB408162_HU_03,45.165995,122.317961,2033,14:40,41.3,79,S,0,1,4,2,60,240,0.25,0.25,2,36.6,1.699,28.9,1.57,43.3,1.833,36.26666667,0.833333333
PB,CL,408162,HU,4/12/2023,4,PB408162_HU_04,45.166098,122.318428,2020,15:10,41.1,78.6,S,0,1,4,2,60,240,0,0.25,0.25,39.1,1.747,26,1.524,20.2,1.433,28.43333333,0.166666667
PB,CL,408162,HU,4/12/2023,5,PB408162_HU_05,45.166299,122.318579,2006,15:30,38.3,86.7,SN,0,2,4,2,60,240,0.25,0,3,18.6,1.408,33.3,1.642,27.7,1.551,26.53333333,1.083333333
PB,CL,408162,HU,4/12/2023,6,PB408162_HU_06,45.16651,122.31848,2025,15:10,42.5,100,S,0,1,3,2,38,218,0.25,2,1,35.1,1.674,21.1,1.448,30.9,1.602,12.71666667,1.083333333
PB,CL,408162,HU,4/12/2023,7,PB408162_HU_07,45.16662,122.31785,2033,14:45,43.4,98.8,PC,0,1,4,2,60,240,0.25,2,1,27.4,1.545,24.5,1.499,23.3,1.482,25.06666667,1.083333333
PB,CL,34007,HB,4/17/2023,1,PB34007_HB_01,45.16938,122.29936,2209,11:10,50.9,72.2,PC,0,1,3,1,244,64,0.25,0,0,19.9,1.429,22.7,1.472,19.5,1.422,20.7,0.083333333
PB,CL,34007,HB,4/17/2023,2,PB34007_HB_02,45.16934,122.29983,2244,11:30,50.5,53.4,PC,0,1,3,1,242,62,0,0,0,23.9,1.492,20.9,1.443,15.5,1.359,20.1,0
PB,CL,34007,HB,4/17/2023,3,PB34007_HB_03,45.169614,122.299619,2212,11:10,47.9,56.8,PC,0,2,2,2,253,73,0,0,0,19.6,1.424,17.6,1.398,29.8,1.585,22.33333333,0
PB,CL,34007,HB,4/17/2023,4,PB34007_HB_04,45.29908,122.299082,2170,11:30,45.8,53.6,C,0,2,3,1,250,70,0,0,0,26.6,1.533,34.1,1.657,19.1,1.425,26.6,0
PB,CL,34007,HB,4/17/2023,5,PB34007_HB_05,45.169331,122.298901,2172,11:52,44.6,63.6,R,0,2,3,2,252,72,2,0,0,16.3,1.372,12.6,1.313,36.5,1.698,21.8,0.666666667
PB,CL,34007,HB,4/17/2023,6,PB34007_HB_06,45.16908,122.22917,2210,11:25,45.4,50.8,C,0,1,1,4,240,60,0,1,2,19.2,1.417,29.9,1..587,21.7,1.456,23.6,1
PB,CL,34007,HB,4/17/2023,7,PB34007_HB_07,45.16907,122.29958,2231,11:50,43.1,61.9,C,0,1,1,4,240,60,0,0.25,0,26.2,1.535,30.9,1.603,22.9,1.475,26.66666667,0.083333333
PB,CL,4081781,BS,4/18/2023,1,PB408178_BS_01,45.208404,122.267934,1533,13:40,48.7,54.8,SN,0,0,1,1,125,305,0.25,0,0,31.1,1.605,25.7,1.518,25.9,1.522,27.56666667,0.083333333
PB,CL,4081781,BS,4/18/2023,2,PB408178_BS_02,45.208185,122.267609,1517,14:10,47.1,78.3,SN,0,2,1,2,128,308,1,0,0,29.3,1.576,19.9,1.429,36.8,1.703,28.66666667,0.333333333
PB,CL,4081781,BS,4/18/2023,3,PB408178_BS_03,45.20811,122.26807,1538,14:10,46.8,67.5,SN,0,1,2,1,115,295,1,0,0.5,26.7,1.534,22.4,1.467,23.3,1.484,24.13333333,0.5
PB,CL,4081781,BS,4/18/2023,4,PB408178_BS_04,45.20839,122.26839,1536,14:30,49.4,82.2,PC,0,1,2,2,123,303,0,0.5,0,24.4,1.499,28.7,1.567,29.4,1.578,27.5,0.166666667
PB,CL,4081781,BS,4/18/2023,5,PB408178_BS_05,45.20863,122.26819,1534,14:55,52,72.8,PC,0,1,1,1,125,305,0,0,0,29.1,1.572,23.3,1.482,16.7,1.379,23.03333333,0
PB,CL,4081781,BS,4/18/2023,6,PB408178_BS_06,45.20868,122.26774,1521,14:35,54.7,69.1,PC,0,2,1,4,120,300,2,2,1,38.3,1.73,25.6,1.517,30.6,1.597,31.5,1.666666667
PB,CL,4081781,BS,4/18/2023,7,PB408178_BS_07,45.20843,122.26752,1521,14:10,45.1,91.7,SN,0,1,1,4,120,300,2,12,6,32.9,1.635,41.8,1.806,25.4,1.513,33.36666667,6.666666667
PB,CL,9757,BU,4/19/2023,1,PB9757_BU_01,45.212388,122.273739,1518,13:15,39.4,86.4,R,2,1,4,3,44,22.4,1,2,2,25.1,1.51,21.8,1.458,20,1.431,22.3,1.666666667
PB,CL,9757,BU,4/19/2023,2,PB9757_BU_02,45.212662,122.27344,1483,13:40,42.9,86.1,PC,1,2,4,1,21,201,2,2,1,19.7,1.425,35.8,1.685,25.7,1.518,27.06666667,1.666666667
PB,CL,9757,BU,4/19/2023,3,PB9757_BU_03,45.21228,122.27349,1543,14:35,41.6,89,PC,1,2,4,4,15,195,1,2,1.5,21,1.446,21.1,1.448,29.4,1.421,23.83333333,1.5
PB,CL,9757,BU,4/19/2023,4,PB9757_BU_04,45.21213,122.27383,1513,15:05,40.7,94.9,SN,2,1,4,4,15,195,2,1,1,22.9,1.475,17.4,1.389,21,1.556,20.43333333,1.333333333
PB,CL,9757,BU,4/19/2023,5,PB9757_BU_05,45.21219,122.27411,1511,14:30,36,92.5,SN,3,2,3,2,16,196,0,1,1,13.9,1.33,17.4,1.389,19.4,1.421,16.9,0.666666667
PB,CL,9757,BU,4/19/2023,6,PB9757_BU_06,45.21258,122.27424,1520,14:00,42.5,87.3,C,3,2,3,2,42,222,1,0,1,26.7,1.535,18.4,1.406,24.9,1.505,23.33333333,0.666666667
PB,CL,9757,BU,4/19/2023,7,PB9757_BU_07,45.2128,122.2738,1540,13:40,42.8,89.8,PC,2,1,4,2,7,187,1,2,1,25.7,1.518,25.5,1.516,24.9,1.807,25.36666667,1.333333333
PB,CL,4081782,HB,4/19/2023,1,PB408178_HB_01,45.208375,122.25864,1789,10:20,42.4,70.3,C,0,1,2,1,298,118,0,0,0,18.9,1.413,20.5,1.438,25.7,1.519,21.7,0
PB,CL,4081782,HB,4/19/2023,2,PB408178_HB_02,45.208617,122.258868,1786,10:50,41.1,67.2,C,0,1,2,1,290,110,0,0,0,24.9,1.505,21.1,1.448,21.2,1.449,22.4,0
PB,CL,4081782,HB,4/19/2023,3,PB408178_HB_03,45.20855,122.25832,1785,10:40,42.2,72.4,C,0,2,1,1,325,145,0,0,0,21.4,1.452,32.4,1.629,24.3,1.497,26.03333333,0
PB,CL,4081782,HB,4/19/2023,4,PB408178_HB_04,45.20824,122.25819,1763,11:00,40.6,68.8,SN,0,1,1,1,325,145,0,0.5,0,31.5,1.613,26.5,1.531,24.6,1.501,27.53333333,0.166666667
PB,CL,4081782,HB,4/19/2023,5,PB408178_HB_05,45.20808,122.25846,1750,11:23,42.9,73,R,0,1,1,1,325,145,0,2,1,22.8,1.473,27.8,1.477,18.8,1.411,23.13333333,1
PB,CL,4081782,HB,4/19/2023,6,PB408178_HB_06,45.20816,122.25889,1768,11:05,43,60.6,SN,0,1,2,1,309,129,0.25,0,0,28.3,1.559,14.2,1.339,10.4,1.276,17.63333333,0.083333333
PB,CL,4081782,HB,4/19/2023,7,PB408178_HB_07,45.2084,122.25911,1777,10:45,44.3,68.8,C,0,1,1,1,15,195,0,0,0,15,1.352,21.8,1.458,19.4,1.421,18.73333333,0
PB,CL,34017,HU,4/20/2023,1,PB34017_HU_01,45.213726,122.521086,647,9:45,50,82.3,C,0,1,4,1,341,161,1,0,1,25.6,1.517,42.2,1.808,29.2,1.573,32.33333333,0.666666667
PB,CL,34017,HU,4/20/2023,2,PB34017_HU_02,45.214064,122.520971,652,10:15,49.2,85.5,C,0,1,4,1,340,160,1,0,1,32.4,1.625,35,1.671,34.7,1.666,34.03333333,0.666666667
PB,CL,34017,HU,4/20/2023,3,PB34017_HU_03,45.21383,122.52058,620,9:55,50.5,89.7,R,0,1,4,3,345,165,0.5,0.5,1,29,1.571,30.6,1.596,35.2,1.673,31.6,0.666666667
PB,CL,34017,HU,4/20/2023,4,PB34017_HU_04,45.21353,122.52074,613,10:27,46.2,84.2,C,0,1,4,3,345,165,3,0.5,0,36.8,1.702,36.7,1.701,23.5,1.485,32.33333333,1.166666667
PB,CL,34017,HU,4/20/2023,5,PB34017_HU_05,42.21347,122.52104,620,10:50,46,87.5,R,0,1,4,3,345,165,0.5,1,0,27.8,1.551,35.1,1.671,27.2,1.543,30.03333333,0.5
PB,CL,34017,HU,4/20/2023,6,PB34017_HU_06,45.21352,122.52133,607,10:30,46,83.9,R,0,1,3,3,6,186,2,8,11,25.3,1.512,28.8,1.568,28.6,1.564,27.56666667,7
PB,CL,34017,HU,4/20/2023,7,PB34017_HU_07,45.21398,122.52132,658,10:05,47.6,79.2,C,0,1,4,1,0,180,0,0,2,28.5,1.565,37.8,1.721,24.9,1.507,30.4,0.666666667
BLM,CL,12213,UU,4/24/2023,1,BLM12213_UU_01,45.081147,122.591321,614,13:00,55.8,80.5,PC,2,2,3,3,200,20,6,0,3,27.8,1.552,39.8,1.757,36.6,1.699,34.73333333,3
BLM,CL,12213,UU,4/24/2023,2,BLM12213_UU_02,45.081152,122.591439,734,13:45,56.2,70.4,S,2,1,4,3,200,20,3,3,2,30.3,1.591,37.9,1.724,38.7,1.736,35.63333333,2.666666667
BLM,CL,12213,UU,4/24/2023,3,BLM12213_UU_03,45.08128,122.59177,698,14:15,56,70.5,PC,2,1,4,4,160,345,3,0,2,28.5,1.562,27.5,1.547,34.8,1.667,30.26666667,1.666666667
BLM,CL,12213,UU,4/24/2023,4,BLM12213_UU_04,45.08145,122.59141,650,14:34,56.8,66.7,PC,2,2,4,4,160,340,1,5,3,26.6,1.533,31.8,1.616,31.2,1.606,29.86666667,3
BLM,CL,12213,UU,4/24/2023,5,BLM12213_UU_05,45.08144,122.5911,625,14:45,54.8,69.4,PC,3,2,4,3,205,25,2,3,4,35.4,1.677,35.9,1.688,26.7,1.535,32.66666667,3
BLM,CL,12213,UU,4/24/2023,6,BLM12213_UU_06,45.08116,122.59091,652,14:20,54.5,67.5,C,3,1,3,3,205,25,1,3,1,38.5,1.733,43.4,1.832,33.6,1.674,38.5,1.666666667
BLM,CL,12213,UU,4/24/2023,7,BLM12213_UU_07,45.08086,122.59105,665,13:50,53.8,75.8,C,3,1,4,2,200,20,6,4,3,34.2,1.656,34.9,1.671,27.3,1.544,32.13333333,4.333333333
ODF,NC,12362,HB,4/25/2023,1,ODF12362_HB_01,44.78274,122.46156,1954,12:25,65.1,57,S,0,1,4,1,50,230,0.25,1,1,36,1.689,34.6,1.664,37.2,1.71,35.93333333,0.75
ODF,NC,12362,HB,4/25/2023,2,ODF12362_HB_02,44.78284,122.46116,1970,12:45,63.2,54.1,S,0,2,3,1,65,245,1,0,0,28.8,1.586,25.5,1.516,21.2,1.449,25.16666667,0.333333333
ODF,NC,12362,HB,4/25/2023,3,ODF12362_HB_03,44.78252,122.46122,1953,12:25,63.2,51.5,S,0,1,4,2,15,195,2,3,5,31.8,1.616,32.8,1.633,26.7,1.534,30.43333333,3.333333333
